Date,USD,EUR,JPY,GBP,CAD,CHF,INR
31-05-2019,1295.60,"1,162.60","1,40,664.30","1,027.90","1,751.50","1,303.10",90288.47
28-06-2019,1409.00,"1,237.30","1,51,805.70","1,107.10","1,841.20","1,373.80",97259.74
31-07-2019,1427.60,"1,282.20","1,54,996.20","1,165.90","1,874.60","1,413.30",98194
30-08-2019,1528.40,"1,387.90","1,62,232.00","1,255.00","2,030.90","1,512.30",109139.19
30-09-2019,1485.30,"1,362.40","1,60,523.80","1,205.30","1,966.50","1,481.10",105261.4
31-10-2019,1511.00,"1,354.30","1,63,341.20","1,167.70","1,985.90","1,490.90",107169.78
29-11-2019,1460.20,"1,324.30","1,59,901.00","1,128.80","1,939.40","1,459.20",104747.49
31-12-2019,1514.80,"1,349.40","1,64,615.40","1,143.40","1,964.30","1,466.80",108120.04
31-01-2020,1584.20,"1,429.50","1,71,703.50","1,201.80","2,095.20","1,527.90",113044.55
28-02-2020,1609.90,"1,465.60","1,73,646.50","1,260.40","2,161.00","1,558.30",116178.85
31-03-2020,1609.00,"1,466.40","1,73,694.20","1,297.60","2,290.10","1,556.70",121719.07
30-04-2020,1702.80,"1,554.60","1,82,083.60","1,349.90","2,365.00","1,643.40",127868.01
29-05-2020,1728.70,"1,554.10","1,86,241.50","1,398.30","2,389.40","1,660.80",130717.82
30-06-2020,1768.10,"1,574.20","1,90,751.50","1,431.00","2,408.20","1,675.40",133498.19
31-07-2020,1964.90,"1,661.70","2,07,748.90","1,497.10","2,632.00","1,787.50",146999.07
31-08-2020,1957.40,"1,636.70","2,07,567.20","1,461.90","2,550.30","1,762.50",144075.64
30-09-2020,1886.90,"1,609.10","1,99,124.50","1,459.60","2,520.40","1,733.60",139215.47
30-10-2020,1881.90,"1,615.50","1,96,728.60","1,455.40","2,509.20","1,724.80",139459.2
30-11-2020,1762.60,"1,473.50","1,83,789.90","1,320.20","2,284.10","1,595.60",130527.84
31-12-2020,1887.60,"1,542.70","1,94,885.30","1,380.90","2,404.80","1,668.50",137922.23
29-01-2021,1863.80,"1,534.10","1,95,130.60","1,357.30","2,380.90","1,658.00",135982.85
26-02-2021,1742.90,"1,435.90","1,85,683.30","1,246.60","2,206.50","1,577.80",128073.34
31-03-2021,1691.10,"1,438.80","1,86,861.00","1,225.70","2,125.40","1,591.50",123639.01
30-04-2021,1767.70,"1,468.40","1,93,213.00","1,276.70","2,174.60","1,612.20",130934.25
31-05-2021,1900.00,"1,554.00","2,07,845.00","1,336.60","2,295.30","1,708.70",137979.12
30-06-2021,1763.20,"1,486.80","1,95,692.00","1,276.30","2,183.30","1,629.80",131054.93
30-07-2021,1825.80,"1,539.70","2,00,376.10","1,313.20","2,279.20","1,654.70",135863.19
31-08-2021,1814.90,"1,537.40","1,99,379.40","1,318.70","2,293.30","1,662.50",132497.67
