Date,Id,suburb,postalCode,sellPrice,bed,bath,car,propType,,,
22/12/2011,986,Avalon Beach,2107,500000,3,2,2,house,,,
24/11/2011,987,Whale Beach,2107,450000,4,3,2,house,,,
14/11/2011,988,Avalon Beach,2107,912000,4,4,2,house,,,
11/11/2011,989,Avalon Beach,2107,755000,3,2,2,house,,,
4/11/2011,990,Bilgola Plateau,2107,1095000,3,2,3,house,,,
28/10/2011,991,Whale Beach,2107,4500000,4,3,2,house,,,
21/10/2011,992,Bilgola Plateau,2107,1060000,4,2,2,house,,,
21/10/2011,993,Avalon Beach,2107,950000,5,2,1,house,,,
13/10/2011,994,Bilgola Plateau,2107,1230000,4,2,2,house,,,
29/09/2011,995,Avalon Beach,2107,685000,3,2,,house,,,
22/09/2011,996,Avalon Beach,2107,725000,3,1,2,house,,,
21/09/2011,997,Avalon Beach,2107,830000,2,2,2,house,,,
15/09/2011,998,Avalon Beach,2107,2200000,4,2,2,house,,,
14/09/2011,999,Avalon Beach,2107,1600000,4,2,3,house,,,
19/08/2011,1000,Avalon Beach,2107,810000,3,2,,house,,,
16/08/2011,1001,Avalon Beach,2107,1160000,3,2,2,house,,,
5/08/2011,1002,Whale Beach,2107,4250000,4,3,2,house,,,
29/07/2011,1003,Bilgola Plateau,2107,933000,4,2,2,house,,,
29/07/2011,1004,Avalon Beach,2107,880000,3,2,2,house,,,
22/07/2011,1005,Bilgola Plateau,2107,880000,5,3,4,house,,,
21/07/2011,1006,Avalon Beach,2107,830000,2,2,1,house,,,
14/07/2011,1007,Avalon Beach,2107,1200000,4,3,2,house,,,
4/07/2011,1008,Bilgola Plateau,2107,1085000,4,2,2,house,,,
1/07/2011,1009,Avalon Beach,2107,950000,3,3,2,house,,,
22/06/2011,1010,Avalon Beach,2107,706000,4,1,1,house,,,
20/06/2011,1011,Avalon Beach,2107,1200000,4,2,2,house,,,
16/06/2011,1012,Avalon Beach,2107,1500000,4,2,2,house,,,
15/06/2011,1013,Bilgola Plateau,2107,915000,3,3,3,house,,,
11/06/2011,1014,Avalon Beach,2107,1800000,5,3,1,house,,,
11/06/2011,1015,Avalon Beach,2107,1069000,5,5,2,house,,,
11/06/2011,1016,Avalon Beach,2107,990000,3,2,2,house,,,
10/06/2011,1017,Clareville,2107,3950000,4,2,2,villa,,,
9/06/2011,1018,Bilgola Plateau,2107,970000,4,2,2,house,,,
8/06/2011,1019,Whale Beach,2107,2000000,4,2,3,house,,,
6/06/2011,1020,Avalon Beach,2107,1526000,4,2,2,house,,,
27/05/2011,1021,Bilgola Plateau,2107,1010000,4,2,1,house,,,
24/05/2011,1022,Bilgola Plateau,2107,975000,5,2,1,house,,,
23/05/2011,1023,Bilgola Plateau,2107,795000,3,1,1,house,,,
20/05/2011,1024,Whale Beach,2107,2025000,4,3,2,house,,,
19/05/2011,1025,Bilgola Plateau,2107,875000,4,3,2,house,,,
18/05/2011,1026,Avalon Beach,2107,1200000,5,2,2,house,,,
16/05/2011,1027,Bilgola Plateau,2107,1055000,4,2,2,house,,,
4/05/2011,1028,Avalon Beach,2107,1370000,3,2,2,house,,,
4/05/2011,1029,Avalon Beach,2107,1220000,4,2,2,house,,,
3/05/2011,1030,Avalon Beach,2107,1030000,3,2,2,house,,,
2/05/2011,1031,Avalon Beach,2107,2570000,4,3,4,house,,,
28/04/2011,1032,Avalon Beach,2107,2550000,4,3,1,house,,,
21/04/2011,1033,Avalon Beach,2107,1220000,3,1,1,house,,,
19/04/2011,1034,Avalon Beach,2107,940000,4,2,1,house,,,
12/04/2011,1035,Avalon Beach,2107,1132000,4,2,4,house,,,
31/03/2011,1036,Avalon Beach,2107,1780000,4,2,2,house,,,
30/03/2011,1037,Avalon Beach,2107,700,3,2,1,house,,,
24/03/2011,1038,Avalon Beach,2107,1230000,5,3,4,house,,,
22/03/2011,1039,Bilgola Beach,2107,4300000,4,3,2,house,,,
22/03/2011,1040,Bilgola Plateau,2107,930000,4,2,2,house,,,
8/03/2011,1041,Avalon Beach,2107,868000,3,2,3,house,,,
28/02/2011,1042,Bilgola Beach,2107,1800000,3,1,2,house,,,
25/02/2011,1043,Avalon Beach,2107,1367500,5,3,4,house,,,
2/02/2011,1044,Avalon Beach,2107,2775000,3,2,2,house,,,
2/02/2011,1045,Avalon Beach,2107,835000,3,2,4,house,,,
1/02/2011,1046,Avalon Beach,2107,880000,3,1,1,house,,,
21/01/2011,1047,Avalon Beach,2107,820000,3,2,1,house,,,
20/01/2011,1048,Clareville,2107,1225000,4,2,1,house,,,
18/01/2011,1049,Avalon Beach,2107,1350000,4,2,2,house,,,
15/01/2011,1050,Avalon Beach,2107,1100000,3,2,4,house,,,
11/01/2011,1051,Whale Beach,2107,3300000,4,3,2,house,,,
13/12/2010,1052,Bilgola Plateau,2107,960000,5,3,2,house,,,
6/12/2010,1053,Clareville,2107,3251000,5,2,4,house,,,
2/12/2010,1054,Avalon Beach,2107,925000,4,2,4,house,,,
21/11/2010,1055,Bilgola Plateau,2107,950000,4,2,2,house,,,
15/11/2010,1056,Avalon Beach,2107,1167500,4,2,1,house,,,
15/11/2010,1057,Avalon Beach,2107,975000,4,3,,house,,,
5/11/2010,1058,Avalon Beach,2107,1025000,5,3,3,house,,,
4/11/2010,1059,Avalon Beach,2107,1000000,4,2,,house,,,
23/10/2010,1060,Bilgola Plateau,2107,1165000,4,2,2,house,,,
22/09/2010,1061,Avalon Beach,2107,1056000,4,2,1,house,,,
13/09/2010,1062,Whale Beach,2107,4500000,5,3,2,house,,,
10/09/2010,1063,Avalon Beach,2107,1585000,3,2,2,house,,,
31/08/2010,1064,Avalon Beach,2107,2300000,4,3,3,house,,,
31/08/2010,1065,Avalon Beach,2107,1040000,4,2,2,house,,,
10/08/2010,1066,Bilgola Plateau,2107,1180000,4,2,2,house,,,
9/08/2010,1067,Avalon Beach,2107,875000,3,2,1,house,,,
5/08/2010,1068,Avalon Beach,2107,760000,2,2,2,house,,,
26/07/2010,1069,Avalon Beach,2107,1250000,4,2,4,house,,,
23/07/2010,1070,Avalon Beach,2107,910000,4,2,2,house,,,
16/07/2010,1071,Avalon Beach,2107,1325000,3,2,2,house,,,
13/07/2010,1072,Avalon Beach,2107,2100000,5,4,2,house,,,
28/06/2010,1073,Avalon Beach,2107,2000000,3,2,2,house,,,
23/06/2010,1074,Bilgola Plateau,2107,770000,4,2,2,house,,,
18/06/2010,1075,Avalon Beach,2107,1350000,4,2,4,house,,,
16/06/2010,1076,Avalon Beach,2107,1250000,4,2,2,house,,,
11/06/2010,1077,Avalon Beach,2107,1569250,4,3,2,house,,,
11/06/2010,1078,Avalon Beach,2107,1500000,4,3,2,house,,,
9/06/2010,1079,Avalon Beach,2107,2350000,4,2,3,house,,,
9/06/2010,1080,Avalon Beach,2107,1130000,3,2,2,house,,,
30/04/2010,1081,Clareville,2107,3900000,3,3,2,house,,,
15/04/2010,1082,Avalon Beach,2107,760000,3,2,,house,,,
8/04/2010,1083,Clareville,2107,1700000,4,2,2,house,,,
27/03/2010,1084,Avalon Beach,2107,2400000,3,2,2,house,,,
26/03/2010,1085,Avalon Beach,2107,832500,3,2,2,townhouse,,,
24/03/2010,1086,Avalon Beach,2107,1070000,4,4,2,house,,,
23/03/2010,1087,Avalon Beach,2107,795000,3,2,1,duplex/semi-detached,,,
12/03/2010,1088,Whale Beach,2107,1970000,3,1,2,house,,,
12/03/2010,1089,Avalon Beach,2107,1450000,3,2,2,house,,,
11/03/2010,1090,Bilgola Plateau,2107,1900000,2,3,,house,,,
9/03/2010,1091,Whale Beach,2107,7375000,4,3,4,house,,,
19/02/2010,1092,Bilgola Plateau,2107,1220000,4,2,2,house,,,
3/02/2010,1093,Avalon Beach,2107,850000,3,1,2,house,,,
3/02/2010,1094,Avalon Beach,2107,720000,3,1,1,house,,,
29/01/2010,1095,Avalon Beach,2107,1250000,4,2,2,house,,,
6/01/2010,1096,Avalon Beach,2107,1350000,4,2,2,house,,,
24/12/2009,1097,Avalon Beach,2107,1000000,3,2,2,house,,,
20/12/2009,1098,Avalon Beach,2107,690000,3,1,1,house,,,
9/12/2009,1099,Clareville,2107,4300000,4,3,2,house,,,
27/11/2009,1100,Whale Beach,2107,2350000,4,2,1,house,,,
24/11/2009,1101,Avalon Beach,2107,3500000,6,4,2,house,,,
12/11/2009,1102,Avalon Beach,2107,1200000,4,3,2,house,,,
3/11/2009,1103,Avalon Beach,2107,933000,4,3,,house,,,
3/11/2009,1104,Avalon Beach,2107,885000,5,3,2,house,,,
3/11/2009,1105,Avalon Beach,2107,852000,4,2,2,house,,,
23/10/2009,1106,Avalon Beach,2107,1125000,3,2,2,house,,,
23/10/2009,1107,Bilgola Plateau,2107,950000,4,2,2,house,,,
19/10/2009,1108,Whale Beach,2107,2000000,3,1,2,house,,,
19/10/2009,1109,Clareville,2107,1236000,4,3,2,house,,,
3/10/2009,1110,Avalon Beach,2107,818000,3,2,2,house,,,
27/09/2009,1111,Bilgola Plateau,2107,1220000,4,2,2,house,,,
21/09/2009,1112,Avalon Beach,2107,1200000,3,1,3,house,,,
11/09/2009,1113,Avalon Beach,2107,950000,3,2,2,house,,,
4/09/2009,1114,Whale Beach,2107,3500000,4,4,2,house,,,
4/09/2009,1115,Avalon Beach,2107,860000,3,2,2,house,,,
4/09/2009,1116,Bilgola Plateau,2107,735000,3,1,1,house,,,
3/09/2009,1117,Clareville,2107,860000,3,2,2,house,,,
29/08/2009,1118,Clareville,2107,935000,3,2,2,house,,,
21/08/2009,1119,Whale Beach,2107,1380000,4,2,2,house,,,
18/08/2009,1120,Avalon Beach,2107,910000,4,2,2,house,,,
24/07/2009,1121,Bilgola Plateau,2107,908000,3,2,2,house,,,
7/07/2009,1122,Bilgola Plateau,2107,720000,3,1,2,house,,,
26/06/2009,1123,Bilgola Plateau,2107,815000,3,2,2,house,,,
24/06/2009,1124,Avalon Beach,2107,820000,4,2,2,house,,,
22/06/2009,1125,Avalon Beach,2107,750000,2,1,2,house,,,
16/06/2009,1126,Bilgola Plateau,2107,800000,3,2,2,house,,,
12/06/2009,1127,Avalon Beach,2107,800000,3,2,2,townhouse,,,
11/06/2009,1128,Whale Beach,2107,6800000,5,6,2,house,,,
4/06/2009,1129,Avalon Beach,2107,1165000,4,2,2,house,,,
3/06/2009,1130,Bilgola Plateau,2107,1620000,5,3,2,house,,,
1/06/2009,1131,Avalon Beach,2107,1100000,3,1,2,house,,,
30/05/2009,1132,Avalon Beach,2107,730000,3,2,,house,,,
19/05/2009,1133,Bilgola Beach,2107,2550000,4,3,2,house,,,
8/04/2009,1134,Whale Beach,2107,3300000,4,2,2,house,,,
7/04/2009,1135,Whale Beach,2107,2964000,4,3,2,house,,,
30/03/2009,1136,Bilgola Plateau,2107,880000,3,2,2,house,,,
11/03/2009,1137,Avalon Beach,2107,1215000,4,3,2,house,,,
9/03/2009,1138,Avalon Beach,2107,1030000,4,2,2,house,,,
18/02/2009,1139,Whale Beach,2107,2500000,4,3,2,house,,,
11/02/2009,1140,Avalon Beach,2107,1100000,5,3,5,house,,,
29/01/2009,1141,Avalon Beach,2107,2200000,3,2,3,house,,,
23/01/2009,1142,Avalon Beach,2107,880000,3,3,2,house,,,
8/01/2009,1143,Whale Beach,2107,1650000,,1,,other,,,
20/11/2008,1144,Avalon Beach,2107,2520000,4,2,2,house,,,
14/11/2008,1145,Whale Beach,2107,5900000,5,4,3,house,,,
30/10/2008,1146,Whale Beach,2107,2750000,4,2,2,house,,,
24/10/2008,1147,Avalon Beach,2107,1600000,5,3,2,house,,,
15/10/2008,1148,Avalon Beach,2107,730000,3,3,2,house,,,
10/10/2008,1149,Avalon Beach,2107,1075000,4,2,1,house,,,
25/09/2008,1150,Avalon Beach,2107,1550000,5,3,2,house,,,
9/09/2008,1151,Avalon Beach,2107,1075000,3,3,2,house,,,
31/08/2008,1152,Avalon Beach,2107,1970000,4,1,1,house,,,
31/08/2008,1153,Clareville,2107,1970000,4,1,1,house,,,
28/08/2008,1154,Avalon Beach,2107,760000,3,1,2,house,,,
27/08/2008,1155,Avalon Beach,2107,1003000,4,2,2,house,,,
22/08/2008,1156,Avalon Beach,2107,697000,4,2,1,house,,,
18/08/2008,1157,Avalon Beach,2107,825000,3,2,2,house,,,
1/08/2008,1158,Bilgola Plateau,2107,995000,4,3,,house,,,
18/07/2008,1159,Avalon Beach,2107,865000,3,1,2,house,,,
27/06/2008,1160,Avalon Beach,2107,2495000,5,3,2,house,,,
25/06/2008,1161,Bilgola Plateau,2107,825000,1,1,,house,,,
6/06/2008,1162,Whale Beach,2107,2100000,4,1,2,house,,,
29/05/2008,1163,Avalon Beach,2107,900000,3,2,2,house,,,
26/05/2008,1164,Bilgola Plateau,2107,985000,5,5,4,house,,,
23/05/2008,1165,Avalon Beach,2107,3990000,4,3,2,house,,,
13/05/2008,1166,Avalon Beach,2107,2250000,3,3,2,house,,,
13/05/2008,1167,Bilgola Plateau,2107,1688000,4,3,2,house,,,
6/05/2008,1168,Bilgola Plateau,2107,1750000,4,3,2,house,,,
13/03/2008,1169,Clareville,2107,1700000,4,2,2,house,,,
1/11/2004,1170,Bilgola Plateau,2107,725000,4,2,1,house,,,
18/11/2011,1171,Avalon Beach,2107,835000,3,1,1,house,,,
10/04/2019,1172,Avalon Beach,2107,2600000,4,2,2,house,,,
8/04/2019,1173,Avalon Beach,2107,1775000,6,3,4,house,,,
6/04/2019,1174,Avalon Beach,2107,1782500,3,2,2,house,,,
5/04/2019,1175,Bilgola Plateau,2107,1550000,3,2,2,house,,,
1/04/2019,1176,Avalon Beach,2107,3075000,3,2,2,house,,,
29/03/2019,1177,Avalon Beach,2107,3250000,3,2,4,house,,,
29/03/2019,1178,Avalon Beach,2107,1900000,3,2,4,house,,,
28/03/2019,1179,Avalon Beach,2107,1800000,4,2,2,house,,,
28/03/2019,1180,Bilgola Plateau,2107,1760002,5,3,2,house,,,
25/03/2019,1181,Avalon Beach,2107,3000000,5,4,3,house,,,
15/03/2019,1182,Avalon Beach,2107,2000000,4,3,2,house,,,
1/03/2019,1183,Avalon Beach,2107,1700000,4,3,2,house,,,
1/03/2019,1184,Avalon Beach,2107,1635000,4,2,2,house,,,
20/02/2019,1185,Avalon Beach,2107,2150000,3,2,2,house,,,
20/02/2019,1186,Avalon Beach,2107,2000000,4,2,2,house,,,
20/02/2019,1187,Avalon Beach,2107,1360000,3,2,2,house,,,
18/02/2019,1188,Bilgola Plateau,2107,1860000,3,2,2,house,,,
15/02/2019,1189,Bilgola Beach,2107,2950000,3,2,2,house,,,
15/02/2019,1190,Whale Beach,2107,2800000,4,2,4,house,,,
15/02/2019,1191,Avalon Beach,2107,1730000,5,4,3,house,,,
15/02/2019,1192,Avalon Beach,2107,1270000,5,2,,house,,,
30/01/2019,1193,Bilgola Beach,2107,4735000,5,5,4,house,,,
11/01/2019,1194,Avalon Beach,2107,2500000,5,3,2,house,,,
24/12/2018,1195,Avalon Beach,2107,2300000,4,1,1,house,,,
17/12/2018,1196,Bilgola Plateau,2107,1100000,3,2,2,house,,,
14/12/2018,1197,Bilgola Plateau,2107,1920000,5,3,2,house,,,
13/12/2018,1198,Avalon Beach,2107,1240000,4,2,2,house,,,
12/12/2018,1199,Avalon Beach,2107,1737000,4,3,4,house,,,
12/12/2018,1200,Avalon Beach,2107,1710090,4,3,2,house,,,
6/12/2018,1201,Avalon Beach,2107,1325000,3,2,2,house,,,
1/12/2018,1202,Avalon Beach,2107,1410000,3,2,2,house,,,
30/11/2018,1203,Avalon Beach,2107,2040000,3,2,1,house,,,
30/11/2018,1204,Avalon Beach,2107,976000,2,1,1,house,,,
17/11/2018,1205,Avalon Beach,2107,2050000,4,3,2,house,,,
9/11/2018,1206,Avalon Beach,2107,3030000,5,5,5,house,,,
7/11/2018,1207,Avalon Beach,2107,2279000,5,3,4,house,,,
3/11/2018,1208,Avalon Beach,2107,1871000,3,2,2,house,,,
31/10/2018,1209,Avalon Beach,2107,2950000,4,3,2,house,,,
26/10/2018,1210,Bilgola Plateau,2107,1285000,3,3,2,house,,,
28/09/2018,1211,Avalon Beach,2107,1690000,3,2,2,house,,,
22/09/2018,1212,Clareville,2107,3087500,4,2,2,house,,,
19/09/2018,1213,Avalon Beach,2107,2526000,6,3,2,house,,,
15/09/2018,1214,Avalon Beach,2107,1740000,3,2,2,house,,,
13/09/2018,1215,Bilgola Plateau,2107,1720000,4,2,2,house,,,
10/09/2018,1216,Avalon Beach,2107,6800000,8,6,4,house,,,
10/09/2018,1217,Avalon Beach,2107,1410000,4,2,2,house,,,
7/09/2018,1218,Avalon Beach,2107,4100000,2,3,1,house,,,
4/09/2018,1219,Avalon Beach,2107,1750000,4,2,5,house,,,
29/08/2018,1220,Avalon Beach,2107,2500000,4,3,3,house,,,
29/08/2018,1221,Avalon Beach,2107,1220000,3,2,2,townhouse,,,
28/08/2018,1222,Bilgola Plateau,2107,1490000,4,2,2,house,,,
24/08/2018,1223,Bilgola Plateau,2107,1650000,3,2,2,house,,,
22/08/2018,1224,Avalon Beach,2107,2500000,4,2,2,house,,,
16/08/2018,1225,Avalon Beach,2107,1350000,4,3,2,house,,,
11/08/2018,1226,Avalon Beach,2107,1550000,4,2,2,house,,,
10/08/2018,1227,Avalon Beach,2107,3360000,4,3,2,house,,,
3/08/2018,1228,Avalon Beach,2107,1900000,4,3,2,house,,,
30/07/2018,1229,Bilgola Plateau,2107,1631000,4,2,1,house,,,
14/07/2018,1230,Avalon Beach,2107,1420000,5,3,2,house,,,
13/07/2018,1231,Avalon Beach,2107,1650000,6,3,3,house,,,
9/07/2018,1232,Whale Beach,2107,2100000,4,3,2,house,,,
6/07/2018,1233,Avalon Beach,2107,1750000,3,2,3,duplex/semi-detached,,,
6/07/2018,1234,Bilgola Plateau,2107,1600000,4,3,2,house,,,
4/07/2018,1235,Avalon Beach,2107,1870000,4,2,2,house,,,
19/06/2018,1236,Bilgola Plateau,2107,2000000,3,3,3,house,,,
3/06/2018,1237,Avalon Beach,2107,1850000,4,3,2,house,,,
1/06/2018,1238,Clareville,2107,1400000,4,3,4,house,,,
26/05/2018,1239,Avalon Beach,2107,2100000,4,3,2,house,,,
5/05/2018,1240,Avalon Beach,2107,2235000,4,4,2,house,,,
24/04/2018,1241,Clareville,2107,1380500,2,2,2,house,,,
23/04/2018,1242,Avalon Beach,2107,1810000,5,3,4,house,,,
20/04/2018,1243,Avalon Beach,2107,1900000,4,3,5,house,,,
19/04/2018,1244,Avalon Beach,2107,2382500,4,3,1,house,,,
12/04/2018,1245,Bilgola Plateau,2107,1700000,4,2,2,house,,,
10/04/2018,1246,Whale Beach,2107,3500000,4,4,2,house,,,
4/04/2018,1247,Avalon Beach,2107,1695000,4,2,2,house,,,
28/03/2018,1248,Avalon Beach,2107,2720000,3,3,6,house,,,
5/07/2019,1249,Blacktown,2148,670000,3,1,2,house,,,
3/07/2019,1250,Blacktown,2148,625000,3,1,2,house,,,
2/07/2019,1251,Blacktown,2148,1000001,6,3,3,house,,,
2/07/2019,1252,Marayong,2148,560000,3,1,1,house,,,
1/07/2019,1253,Blacktown,2148,651000,3,1,2,house,,,
27/06/2019,1254,Blacktown,2148,685000,3,1,2,house,,,
27/06/2019,1255,Blacktown,2148,620000,3,2,1,house,,,
26/06/2019,1256,Marayong,2148,680000,4,2,4,house,,,
26/06/2019,1257,Marayong,2148,570000,4,1,1,house,,,
25/06/2019,1258,Blacktown,2148,660000,5,2,2,house,,,
24/06/2019,1259,Blacktown,2148,895000,5,4,6,house,,,
24/06/2019,1260,Blacktown,2148,715000,4,2,1,house,,,
24/06/2019,1261,Blacktown,2148,670000,4,1,2,house,,,
20/06/2019,1262,Blacktown,2148,530000,2,1,1,house,,,
19/06/2019,1263,Blacktown,2148,600000,4,2,1,house,,,
18/06/2019,1264,Blacktown,2148,655000,4,2,1,house,,,
18/06/2019,1265,Blacktown,2148,650000,3,1,2,house,,,
18/06/2019,1266,Blacktown,2148,649500,3,1,1,house,,,
18/06/2019,1267,Blacktown,2148,576000,4,2,3,house,,,
18/06/2019,1268,Blacktown,2148,575000,3,1,1,house,,,
17/06/2019,1269,Kings Park,2148,560000,3,2,1,townhouse,,,
15/06/2019,1270,Prospect,2148,755000,4,2,2,house,,,
14/06/2019,1271,Blacktown,2148,900000,6,3,4,house,,,
14/06/2019,1272,Blacktown,2148,670000,4,1,4,house,,,
13/06/2019,1273,Blacktown,2148,615000,3,2,2,house,,,
12/06/2019,1274,Kings Park,2148,627000,4,1,4,house,,,
10/06/2019,1275,Blacktown,2148,577500,3,2,1,house,,,
8/06/2019,1276,Blacktown,2148,632000,3,1,1,house,,,
7/06/2019,1277,Blacktown,2148,620000,4,2,2,house,,,
3/06/2019,1278,Kings Park,2148,720000,3,1,1,house,,,
3/06/2019,1279,Blacktown,2148,670000,3,1,1,house,,,
31/05/2019,1280,Blacktown,2148,635000,3,1,1,house,,,
30/05/2019,1281,Blacktown,2148,595000,3,1,1,house,,,
30/05/2019,1282,Blacktown,2148,590000,3,1,4,house,,,
28/05/2019,1283,Blacktown,2148,836000,4,2,2,house,,,
27/05/2019,1284,Blacktown,2148,610000,4,1,2,house,,,
27/05/2019,1285,Marayong,2148,551000,3,1,1,house,,,
25/05/2019,1286,Blacktown,2148,660000,3,1,3,house,,,
24/05/2019,1287,Kings Park,2148,670000,3,1,4,house,,,
23/05/2019,1288,Blacktown,2148,758000,5,2,1,house,,,
22/05/2019,1289,Prospect,2148,720000,4,2,2,house,,,
21/05/2019,1290,Kings Park,2148,660000,3,1,1,house,,,
20/05/2019,1291,Marayong,2148,650000,3,1,2,house,,,
17/05/2019,1292,Prospect,2148,668000,3,1,1,house,,,
17/05/2019,1293,Blacktown,2148,620000,3,1,4,house,,,
17/05/2019,1294,Blacktown,2148,533500,4,1,2,house,,,
16/05/2019,1295,Blacktown,2148,602000,2,1,2,house,,,
16/05/2019,1296,Blacktown,2148,600000,3,1,3,house,,,
14/05/2019,1297,Blacktown,2148,705000,5,1,1,house,,,
14/05/2019,1298,Blacktown,2148,623000,3,2,2,house,,,
13/05/2019,1299,Blacktown,2148,835000,5,2,2,house,,,
13/05/2019,1300,Prospect,2148,645000,3,2,3,duplex/semi-detached,,,
13/05/2019,1301,Marayong,2148,600000,3,1,1,house,,,
10/05/2019,1302,Marayong,2148,625000,4,2,2,house,,,
9/05/2019,1303,Blacktown,2148,765000,4,3,1,house,,,
9/05/2019,1304,Blacktown,2148,720000,4,2,2,house,,,
9/05/2019,1305,Blacktown,2148,400000,1,1,,house,,,
6/05/2019,1306,Blacktown,2148,575000,3,1,1,house,,,
6/05/2019,1307,Blacktown,2148,550000,3,2,1,townhouse,,,
4/05/2019,1308,Blacktown,2148,651000,4,2,1,house,,,
3/05/2019,1309,Blacktown,2148,770000,4,2,2,house,,,
3/05/2019,1310,Blacktown,2148,715000,4,2,1,house,,,
2/05/2019,1311,Blacktown,2148,650000,3,1,2,house,,,
1/05/2019,1312,Kings Park,2148,660000,3,1,1,house,,,
30/04/2019,1313,Prospect,2148,620000,3,2,3,house,,,
29/04/2019,1314,Blacktown,2148,630000,3,2,4,house,,,
24/04/2019,1315,Prospect,2148,825000,4,2,4,house,,,
24/04/2019,1316,Kings Park,2148,640000,3,1,1,house,,,
24/04/2019,1317,Marayong,2148,600000,3,1,2,house,,,
18/04/2019,1318,Prospect,2148,740000,5,2,2,house,,,
18/04/2019,1319,Blacktown,2148,655000,4,2,1,townhouse,,,
18/04/2019,1320,Blacktown,2148,592500,2,1,1,house,,,
17/04/2019,1321,Blacktown,2148,681000,3,1,1,house,,,
17/04/2019,1322,Blacktown,2148,610000,4,1,1,house,,,
16/04/2019,1323,Blacktown,2148,620000,3,1,,house,,,
15/04/2019,1324,Marayong,2148,650000,3,1,2,house,,,
15/04/2019,1325,Blacktown,2148,600000,4,1,1,house,,,
15/04/2019,1326,Blacktown,2148,482500,2,1,1,villa,,,
13/04/2019,1327,Blacktown,2148,990000,5,3,3,house,,,
11/04/2019,1328,Prospect,2148,835000,4,2,2,house,,,
11/04/2019,1329,Marayong,2148,625000,3,1,2,house,,,
11/04/2019,1330,Blacktown,2148,485000,2,1,2,house,,,
9/04/2019,1331,Blacktown,2148,815000,5,3,2,house,,,
9/04/2019,1332,Kings Park,2148,685000,3,1,1,house,,,
9/04/2019,1333,Blacktown,2148,630000,3,2,2,townhouse,,,
5/04/2019,1334,Blacktown,2148,610000,3,1,,house,,,
31/03/2019,1335,Blacktown,2148,610000,3,1,2,house,,,
26/03/2019,1336,Blacktown,2148,738000,3,1,1,house,,,
26/03/2019,1337,Blacktown,2148,630000,2,1,1,house,,,
25/03/2019,1338,Blacktown,2148,649000,3,1,1,house,,,
22/03/2019,1339,Blacktown,2148,770000,4,2,5,house,,,
22/03/2019,1340,Blacktown,2148,640000,4,3,2,house,,,
21/03/2019,1341,Marayong,2148,540000,4,1,1,house,,,
18/03/2019,1342,Marayong,2148,520000,3,1,1,house,,,
15/03/2019,1343,Blacktown,2148,570000,3,2,2,townhouse,,,
14/03/2019,1344,Prospect,2148,680000,3,2,3,house,,,
13/03/2019,1345,Marayong,2148,550000,4,2,1,house,,,
11/03/2019,1346,Blacktown,2148,650000,4,1,2,house,,,
11/03/2019,1347,Blacktown,2148,600000,4,3,1,house,,,
11/03/2019,1348,Marayong,2148,442500,2,1,1,townhouse,,,
5/03/2019,1349,Blacktown,2148,695000,3,1,3,house,,,
2/03/2019,1350,Marayong,2148,855500,5,2,2,house,,,
1/03/2019,1351,Blacktown,2148,601000,3,1,1,house,,,
28/02/2019,1352,Blacktown,2148,510000,3,1,1,townhouse,,,
28/02/2019,1353,Blacktown,2148,485000,3,1,2,townhouse,,,
22/02/2019,1354,Marayong,2148,615000,4,2,1,townhouse,,,
22/02/2019,1355,Blacktown,2148,601000,3,1,2,house,,,
21/02/2019,1356,Blacktown,2148,675000,4,2,2,house,,,
20/02/2019,1357,Blacktown,2148,600000,3,1,2,house,,,
18/02/2019,1358,Prospect,2148,950000,3,3,2,house,,,
18/02/2019,1359,Blacktown,2148,766000,3,1,1,house,,,
18/02/2019,1360,Blacktown,2148,660000,4,1,2,house,,,
18/02/2019,1361,Blacktown,2148,535000,3,1,1,house,,,
16/02/2019,1362,Blacktown,2148,712500,3,2,2,house,,,
14/02/2019,1363,Blacktown,2148,725000,4,2,3,house,,,
14/02/2019,1364,Kings Park,2148,700000,3,1,1,house,,,
13/02/2019,1365,Kings Park,2148,463000,2,1,1,townhouse,,,
11/02/2019,1366,Kings Park,2148,630000,3,1,1,house,,,
8/02/2019,1367,Blacktown,2148,660000,3,1,2,house,,,
7/02/2019,1368,Blacktown,2148,800000,4,2,2,house,,,
6/02/2019,1369,Blacktown,2148,637000,3,1,1,house,,,
30/01/2019,1370,Kings Park,2148,795000,5,2,2,house,,,
29/01/2019,1371,Blacktown,2148,580000,3,1,2,house,,,
25/01/2019,1372,Blacktown,2148,740000,4,1,2,house,,,
24/01/2019,1373,Blacktown,2148,619500,3,3,1,house,,,
24/01/2019,1374,Blacktown,2148,536101,3,1,,house,,,
23/01/2019,1375,Blacktown,2148,715000,3,2,2,house,,,
17/01/2019,1376,Blacktown,2148,695000,4,1,1,house,,,
16/01/2019,1377,Blacktown,2148,665000,3,1,1,house,,,
14/01/2019,1378,Prospect,2148,650000,3,1,2,duplex/semi-detached,,,
14/01/2019,1379,Marayong,2148,625000,3,1,3,house,,,
8/01/2019,1380,Blacktown,2148,681000,4,2,2,house,,,
8/01/2019,1381,Blacktown,2148,630000,3,1,1,house,,,
2/01/2019,1382,Marayong,2148,662000,3,2,1,house,,,
21/12/2018,1383,Blacktown,2148,718000,4,2,3,house,,,
20/12/2018,1384,Blacktown,2148,760000,6,3,1,house,,,
19/12/2018,1385,Prospect,2148,565000,3,1,4,house,,,
