Date,Id,suburb,postalCode,sellPrice,bed,bath,car,propType,,,
19/06/2019,1,Avalon Beach,2107,1210000,4,2,2,house,,,
13/06/2019,2,Avalon Beach,2107,2250000,4,3,4,house,,,
7/06/2019,3,Whale Beach,2107,2920000,3,3,2,house,,,
28/05/2019,4,Avalon Beach,2107,1530000,3,1,2,house,,,1
22/05/2019,5,Whale Beach,2107,8000000,5,4,4,house,,,2147483647
10/05/2019,6,Bilgola Plateau,2107,1610000,4,2,2,house,,,
13/04/2019,7,Avalon Beach,2107,1510000,3,1,2,house,,,
11/04/2019,8,Avalon Beach,2107,1500000,5,4,4,house,,,1
11/04/2019,9,Avalon Beach,2107,1400000,3,1,2,house,,,
9/04/2019,10,Avalon Beach,2107,1210000,3,2,2,house,,,
6/04/2019,11,Avalon Beach,2107,2186000,4,2,2,house,,,
30/03/2019,12,Avalon Beach,2107,1425000,6,2,2,house,,,
18/03/2019,13,Avalon Beach,2107,2300000,4,2,3,house,,,
16/03/2019,14,Bilgola Plateau,2107,1425000,4,3,2,house,,,
15/03/2019,15,Avalon Beach,2107,1400000,4,3,3,house,,,
9/03/2019,16,Avalon Beach,2107,2420000,5,3,3,house,,,
21/02/2019,17,Avalon Beach,2107,1645000,4,2,3,house,,,
20/02/2019,18,Avalon Beach,2107,1285000,3,1,2,house,,,
5/02/2019,19,Avalon Beach,2107,1700000,3,2,3,house,,,
25/01/2019,20,Avalon Beach,2107,1325000,4,2,2,house,,,
21/12/2018,21,Avalon Beach,2107,1020000,2,1,1,house,,,
19/12/2018,22,Avalon Beach,2107,2040000,4,2,2,house,,,
19/12/2018,23,Avalon Beach,2107,1359000,4,3,2,house,,,
15/12/2018,24,Avalon Beach,2107,1715000,3,2,2,house,,,
15/12/2018,25,Bilgola Plateau,2107,1600000,3,2,2,house,,,
11/12/2018,26,Avalon Beach,2107,2150000,3,1,3,house,,,
5/12/2018,27,Avalon Beach,2107,1800000,5,1,1,house,,,
30/11/2018,28,Bilgola Plateau,2107,1590000,4,2,2,house,,,
28/11/2018,29,Avalon Beach,2107,1765000,3,3,3,house,,,
20/11/2018,30,Avalon Beach,2107,1300000,3,3,1,house,,,
17/11/2018,31,Avalon Beach,2107,1325000,4,2,3,house,,,
16/11/2018,32,Avalon Beach,2107,1810000,5,2,4,house,,,
3/11/2018,33,Avalon Beach,2107,2440000,6,3,2,house,,,
30/10/2018,34,Avalon Beach,2107,1435000,4,2,2,house,,,
20/10/2018,35,Avalon Beach,2107,1550000,4,3,2,house,,,
19/10/2018,36,Avalon Beach,2107,1500000,4,2,2,house,,,
10/10/2018,37,Bilgola Plateau,2107,1780000,4,3,1,house,,,
6/10/2018,38,Avalon Beach,2107,2487000,4,2,4,house,,,
28/09/2018,39,Avalon Beach,2107,2450000,5,3,2,house,,,
26/09/2018,40,Avalon Beach,2107,1450000,5,2,2,house,,,
24/09/2018,41,Bilgola Plateau,2107,1650000,5,3,2,house,,,
22/09/2018,42,Avalon Beach,2107,1900000,4,2,3,house,,,
22/09/2018,43,Bilgola Plateau,2107,1635000,4,3,2,house,,,
17/09/2018,44,Avalon Beach,2107,1675000,4,2,2,house,,,
13/09/2018,45,Avalon Beach,2107,1350000,3,1,2,house,,,
9/09/2018,46,Bilgola Plateau,2107,1475000,4,3,3,house,,,
8/09/2018,47,Avalon Beach,2107,1850000,4,2,2,house,,,
7/09/2018,48,Bilgola Plateau,2107,1310000,4,3,,house,,,
5/09/2018,49,Avalon Beach,2107,2430000,6,5,3,house,,,
1/09/2018,50,Bilgola Plateau,2107,2270000,3,2,2,house,,,
29/08/2018,51,Avalon Beach,2107,1390000,3,2,2,townhouse,,,
24/08/2018,52,Avalon Beach,2107,1390000,4,2,2,house,,,
22/08/2018,53,Bilgola Plateau,2107,1450000,3,2,2,house,,,
21/08/2018,54,Avalon Beach,2107,1410000,5,2,2,house,,,
17/08/2018,55,Avalon Beach,2107,1585000,3,1,1,house,,,
27/06/2018,56,Avalon Beach,2107,1730000,3,1,1,house,,,
23/06/2018,57,Bilgola Plateau,2107,2399999,5,3,2,house,,,
21/06/2018,58,Avalon Beach,2107,1725000,4,3,2,house,,,
16/06/2018,59,Bilgola Plateau,2107,2200000,4,2,2,house,,,
8/06/2018,60,Avalon Beach,2107,2200000,5,3,2,house,,,
7/06/2018,61,Avalon Beach,2107,2320000,5,3,3,house,,,
26/05/2018,62,Avalon Beach,2107,2420000,6,4,3,house,,,
26/05/2018,63,Avalon Beach,2107,2080000,5,4,2,house,,,
26/05/2018,64,Avalon Beach,2107,1635000,3,2,2,townhouse,,,
26/05/2018,65,Avalon Beach,2107,1540000,5,3,3,house,,,
22/05/2018,66,Avalon Beach,2107,1953000,6,4,3,house,,,
16/05/2018,67,Avalon Beach,2107,2850000,5,3,3,house,,,
12/05/2018,68,Bilgola Plateau,2107,1400000,3,2,2,house,,,
12/05/2018,69,Bilgola Plateau,2107,1350000,3,1,2,house,,,
6/05/2018,70,Avalon Beach,2107,1810000,4,2,2,house,,,
5/05/2018,71,Bilgola Plateau,2107,1310000,4,3,2,house,,,
28/04/2018,72,Avalon Beach,2107,1075000,4,2,2,house,,,
27/04/2018,73,Avalon Beach,2107,1720000,4,1,7,house,,,
20/04/2018,74,Avalon Beach,2107,1605000,4,2,1,house,,,
17/04/2018,75,Avalon Beach,2107,2060000,5,2,2,house,,,
14/04/2018,76,Avalon Beach,2107,1459000,3,1,2,house,,,
12/04/2018,77,Bilgola Plateau,2107,1430000,4,2,2,house,,,
10/04/2018,78,Avalon Beach,2107,2470000,5,4,4,house,,,
9/04/2018,79,Avalon Beach,2107,1600000,3,2,2,house,,,
8/04/2018,80,Avalon Beach,2107,1770000,3,2,2,house,,,
6/04/2018,81,Avalon Beach,2107,1575000,3,1,2,house,,,
6/04/2018,82,Avalon Beach,2107,1530000,4,2,2,house,,,
29/03/2018,83,Avalon Beach,2107,1400000,4,3,3,house,,,
24/03/2018,84,Bilgola Plateau,2107,2425000,4,3,2,house,,,
22/03/2018,85,Bilgola Plateau,2107,1482500,4,2,2,house,,,
22/03/2018,86,Avalon Beach,2107,1400000,3,1,2,house,,,
17/03/2018,87,Avalon Beach,2107,2870000,5,3,3,house,,,
17/03/2018,88,Avalon Beach,2107,1822500,3,2,2,house,,,
17/03/2018,89,Avalon Beach,2107,1380000,3,2,2,house,,,
16/03/2018,90,Bilgola Plateau,2107,1530000,4,2,3,house,,,
13/03/2018,91,Avalon Beach,2107,1300000,3,2,2,house,,,
10/03/2018,92,Avalon Beach,2107,1375000,4,2,1,house,,,
8/03/2018,93,Avalon Beach,2107,1850000,5,3,2,house,,,
7/03/2018,94,Avalon Beach,2107,2167000,3,2,3,house,,,
7/03/2018,95,Avalon Beach,2107,2100000,3,3,1,house,,,
2/03/2018,96,Avalon Beach,2107,1307000,4,2,2,house,,,
26/02/2018,97,Avalon Beach,2107,2400000,3,2,1,house,,,
24/02/2018,98,Avalon Beach,2107,1875000,4,3,2,house,,,
24/02/2018,99,Bilgola Plateau,2107,1860000,4,2,2,house,,,
21/02/2018,100,Avalon Beach,2107,1863500,4,2,1,house,,,
21/02/2018,101,Bilgola Plateau,2107,1230000,3,1,1,duplex/semi-detached,,,
17/02/2018,102,Avalon Beach,2107,1860000,4,2,3,house,,,
7/02/2018,103,Avalon Beach,2107,1471000,2,1,,house,,,
7/02/2018,104,Bilgola Plateau,2107,1395000,4,3,,house,,,
30/01/2018,105,Avalon Beach,2107,9500000,4,3,3,house,,,
5/01/2018,106,Avalon Beach,2107,1315000,3,2,2,townhouse,,,
15/12/2017,107,Bilgola Plateau,2107,1600000,4,2,2,house,,,
11/12/2017,108,Avalon Beach,2107,1350000,4,2,2,house,,,
10/12/2017,109,Avalon Beach,2107,1800000,4,2,9,house,,,
9/12/2017,110,Avalon Beach,2107,2400000,5,3,2,house,,,
8/12/2017,111,Bilgola Plateau,2107,1485000,4,3,3,house,,,
7/12/2017,112,Whale Beach,2107,1700000,4,2,5,house,,,
7/12/2017,113,Bilgola Plateau,2107,1000000,2,1,2,house,,,
6/12/2017,114,Avalon Beach,2107,2245000,4,2,2,house,,,
6/12/2017,115,Bilgola Plateau,2107,1550000,3,2,2,house,,,
2/12/2017,116,Avalon Beach,2107,1250000,5,2,2,house,,,
1/12/2017,117,Avalon Beach,2107,1950000,3,3,2,house,,,
24/11/2017,118,Avalon Beach,2107,1200000,3,2,2,townhouse,,,
22/11/2017,119,Avalon Beach,2107,1805000,4,2,2,house,,,
22/11/2017,120,Avalon Beach,2107,1600000,3,2,2,house,,,
21/11/2017,121,Whale Beach,2107,2925000,6,4,2,house,,,
17/11/2017,122,Avalon Beach,2107,1750000,3,3,2,house,,,
10/11/2017,123,Bilgola Plateau,2107,2036500,4,2,2,house,,,
10/11/2017,124,Avalon Beach,2107,1925000,3,3,2,house,,,
9/11/2017,125,Clareville,2107,4400000,4,3,2,house,,,
4/11/2017,126,Bilgola Plateau,2107,1640000,4,3,2,house,,,
3/11/2017,127,Avalon Beach,2107,1920000,4,2,2,house,,,
3/11/2017,128,Bilgola Plateau,2107,1100000,2,1,2,house,,,
2/11/2017,129,Avalon Beach,2107,3400000,5,4,2,house,,,
27/10/2017,130,Bilgola Plateau,2107,1450000,3,1,2,house,,,
26/10/2017,131,Avalon Beach,2107,1455000,4,2,2,house,,,
23/10/2017,132,Avalon Beach,2107,1451000,4,2,2,house,,,
19/10/2017,133,Avalon Beach,2107,1675000,4,3,2,house,,,
17/10/2017,134,Avalon Beach,2107,2650000,5,4,2,house,,,
14/10/2017,135,Bilgola Plateau,2107,1800000,4,2,2,house,,,
13/10/2017,136,Avalon Beach,2107,2100000,5,4,2,house,,,
13/10/2017,137,Bilgola Plateau,2107,1450000,3,2,2,house,,,
11/10/2017,138,Avalon Beach,2107,1850000,3,2,2,house,,,
10/10/2017,139,Avalon Beach,2107,1440000,4,2,2,house,,,
6/10/2017,140,Avalon Beach,2107,2270000,5,3,2,house,,,
4/10/2017,141,Avalon Beach,2107,1843000,3,2,2,house,,,
30/09/2017,142,Bilgola Beach,2107,3360000,3,3,4,house,,,
26/09/2017,143,Avalon Beach,2107,2239000,4,3,2,house,,,
15/09/2017,144,Avalon Beach,2107,1550000,6,2,4,house,,,
14/09/2017,145,Avalon Beach,2107,1950000,7,6,3,house,,,
13/09/2017,146,Avalon Beach,2107,2005000,3,2,2,house,,,
13/09/2017,147,Avalon Beach,2107,1630000,3,1,3,house,,,
13/09/2017,148,Avalon Beach,2107,1495000,3,1,1,house,,,
13/09/2017,149,Avalon Beach,2107,1420000,3,1,2,house,,,
12/09/2017,150,Avalon Beach,2107,3450000,3,2,2,house,,,
2/09/2017,151,Bilgola Plateau,2107,1637000,4,2,2,house,,,
1/09/2017,152,Bilgola Plateau,2107,2825000,4,3,4,house,,,
23/08/2017,153,Clareville,2107,2850000,4,2,2,house,,,
23/08/2017,154,Bilgola Plateau,2107,1520000,2,1,,house,,,
22/08/2017,155,Avalon Beach,2107,1380000,4,3,,house,,,
21/08/2017,156,Whale Beach,2107,2400000,5,4,2,house,,,
21/08/2017,157,Avalon Beach,2107,1252000,2,1,2,house,,,
19/08/2017,158,Bilgola Plateau,2107,1575000,6,3,2,house,,,
16/08/2017,159,Avalon Beach,2107,2200000,4,2,2,house,,,
16/08/2017,160,Avalon Beach,2107,1680000,4,2,2,house,,,
11/08/2017,161,Bilgola Plateau,2107,2625000,4,3,2,house,,,
10/08/2017,162,Avalon Beach,2107,1620000,4,2,2,house,,,
5/08/2017,163,Avalon Beach,2107,1650000,3,2,2,house,,,
4/08/2017,164,Avalon Beach,2107,1400000,3,2,,house,,,
2/08/2017,165,Avalon Beach,2107,1480000,4,2,2,house,,,
1/08/2017,166,Avalon Beach,2107,1875000,4,3,2,house,,,
29/07/2017,167,Clareville,2107,1620000,5,2,,house,,,
29/07/2017,168,Avalon Beach,2107,1565000,6,3,3,house,,,
26/07/2017,169,Avalon Beach,2107,2500000,4,3,2,house,,,
21/07/2017,170,Avalon Beach,2107,1470000,3,2,2,house,,,
5/07/2017,171,Bilgola Plateau,2107,1730000,5,2,1,house,,,
1/07/2017,172,Avalon Beach,2107,1800000,5,3,2,house,,,
30/06/2017,173,Clareville,2107,5750000,5,4,3,house,,,
24/06/2017,174,Avalon Beach,2107,2050000,5,3,2,house,,,
24/06/2017,175,Bilgola Plateau,2107,1460000,2,1,2,house,,,
24/06/2017,176,Avalon Beach,2107,1343000,4,2,2,house,,,
23/06/2017,177,Clareville,2107,4700000,3,3,2,house,,,
21/06/2017,178,Avalon Beach,2107,1920000,4,2,3,house,,,
21/06/2017,179,Avalon Beach,2107,1390000,3,2,2,house,,,
20/06/2017,180,Avalon Beach,2107,1630000,4,3,2,house,,,
17/06/2017,181,Bilgola Plateau,2107,1480000,3,1,1,house,,,
16/06/2017,182,Avalon Beach,2107,1125000,3,1,1,house,,,
15/06/2017,183,Avalon Beach,2107,1425000,3,1,2,house,,,
3/06/2017,184,Avalon Beach,2107,2335000,3,3,4,house,,,
3/06/2017,185,Bilgola Plateau,2107,1550000,4,2,2,house,,,
2/06/2017,186,Whale Beach,2107,1550000,3,3,2,house,,,
27/05/2017,187,Bilgola Plateau,2107,1621000,4,2,2,house,,,
26/05/2017,188,Bilgola Plateau,2107,1465000,3,1,2,house,,,
24/05/2017,189,Avalon Beach,2107,1930000,3,2,2,townhouse,,,
24/05/2017,190,Bilgola Plateau,2107,1550000,3,3,2,house,,,
17/05/2017,191,Avalon Beach,2107,1860000,4,3,2,house,,,
17/05/2017,192,Avalon Beach,2107,1600000,4,2,2,house,,,
13/05/2017,193,Avalon Beach,2107,1250000,3,2,,house,,,
11/05/2017,194,Avalon Beach,2107,1350000,4,2,4,house,,,
6/05/2017,195,Avalon Beach,2107,1660000,3,2,2,house,,,
3/05/2017,196,Avalon Beach,2107,3150000,4,3,3,house,,,
3/05/2017,197,Whale Beach,2107,3050000,4,4,2,house,,,
26/04/2017,198,Avalon Beach,2107,1500000,4,2,2,house,,,
21/04/2017,199,Avalon Beach,2107,2100000,3,1,2,house,,,
18/04/2017,200,Avalon Beach,2107,2000000,4,2,2,house,,,
13/04/2017,201,Avalon Beach,2107,1220000,3,1,1,house,,,
11/04/2017,202,Bilgola Plateau,2107,1800000,3,2,1,house,,,
8/04/2017,203,Bilgola Plateau,2107,1790000,5,2,,house,,,
8/04/2017,204,Avalon Beach,2107,1592000,4,2,2,house,,,
8/04/2017,205,Avalon Beach,2107,1550000,4,2,2,house,,,
7/04/2017,206,Avalon Beach,2107,2000000,5,2,2,house,,,
7/04/2017,207,Avalon Beach,2107,1390000,3,2,2,house,,,
4/04/2017,208,Avalon Beach,2107,1300000,4,3,2,house,,,
1/04/2017,209,Avalon Beach,2107,2255000,5,2,1,house,,,
31/03/2017,210,Avalon Beach,2107,1610000,4,3,4,house,,,
29/03/2017,211,Avalon Beach,2107,4730000,5,4,5,house,,,
29/03/2017,212,Avalon Beach,2107,1490000,2,2,3,house,,,
29/03/2017,213,Avalon Beach,2107,1460000,5,3,1,house,,,
27/03/2017,214,Avalon Beach,2107,1700000,4,2,2,house,,,
25/03/2017,215,Avalon Beach,2107,1870000,5,3,2,house,,,
21/03/2017,216,Whale Beach,2107,3050000,3,3,3,house,,,
20/03/2017,217,Bilgola Plateau,2107,1950000,4,2,4,house,,,
18/03/2017,218,Bilgola Plateau,2107,1570000,4,2,2,house,,,
18/03/2017,219,Avalon Beach,2107,1090000,3,1,1,house,,,
15/03/2017,220,Avalon Beach,2107,3800000,4,2,3,house,,,
15/03/2017,221,Clareville,2107,2265000,2,2,2,house,,,
14/03/2017,222,Avalon Beach,2107,1300000,2,2,1,house,,,
11/03/2017,223,Bilgola Plateau,2107,2120000,4,3,2,house,,,
11/03/2017,224,Avalon Beach,2107,1750000,4,2,4,house,,,
11/03/2017,225,Bilgola Plateau,2107,1600000,6,3,,house,,,
11/03/2017,226,Avalon Beach,2107,1490000,3,2,3,house,,,
4/03/2017,227,Avalon Beach,2107,2370000,3,2,2,house,,,
4/03/2017,228,Avalon Beach,2107,1635000,4,2,2,house,,,
3/03/2017,229,Avalon Beach,2107,1355000,3,1,2,house,,,
1/03/2017,230,Avalon Beach,2107,1871000,4,3,4,house,,,
1/03/2017,231,Avalon Beach,2107,1660000,3,1,2,house,,,
1/03/2017,232,Bilgola Plateau,2107,1580000,4,2,2,house,,,
28/02/2017,233,Avalon Beach,2107,1520000,4,3,2,house,,,
13/02/2017,234,Avalon Beach,2107,2095000,4,3,2,house,,,
10/02/2017,235,Avalon Beach,2107,3050000,5,4,2,house,,,
8/02/2017,236,Bilgola Plateau,2107,1630000,4,2,2,house,,,
8/02/2017,237,Bilgola Plateau,2107,1400000,4,2,2,house,,,
2/02/2017,238,Avalon Beach,2107,1750000,4,3,1,house,,,
28/01/2017,239,Avalon Beach,2107,2500000,5,2,2,house,,,
25/01/2017,240,Avalon Beach,2107,1725000,5,2,1,house,,,
23/01/2017,241,Whale Beach,2107,4200000,2,1,1,house,,,
31/12/2016,242,Avalon Beach,2107,1500000,5,3,2,house,,,
17/12/2016,243,Avalon Beach,2107,1900000,3,1,,house,,,
17/12/2016,244,Avalon Beach,2107,1600000,2,2,,house,,,
17/12/2016,245,Avalon Beach,2107,1460000,4,1,2,house,,,
17/12/2016,246,Avalon Beach,2107,1350000,3,2,2,house,,,
10/12/2016,247,Avalon Beach,2107,2055000,4,3,2,house,,,
8/12/2016,248,Avalon Beach,2107,1350000,5,3,,house,,,
8/12/2016,249,Bilgola Plateau,2107,1325000,3,1,1,house,,,
26/11/2016,250,Bilgola Plateau,2107,1960000,5,4,2,house,,,
18/11/2016,251,Avalon Beach,2107,2100000,5,2,2,house,,,
17/11/2016,252,Avalon Beach,2107,1160000,3,2,2,duplex/semi-detached,,,
16/11/2016,253,Bilgola Plateau,2107,1400000,3,2,2,house,,,
11/11/2016,254,Avalon Beach,2107,2100000,4,2,3,house,,,
11/11/2016,255,Avalon Beach,2107,1602000,4,3,2,house,,,
7/11/2016,256,Clareville,2107,3575000,5,4,2,house,,,
7/11/2016,257,Avalon Beach,2107,1390000,3,2,,house,,,
29/10/2016,258,Avalon Beach,2107,1750000,4,1,2,house,,,
26/10/2016,259,Clareville,2107,1935000,2,1,3,house,,,
26/10/2016,260,Avalon Beach,2107,1460000,4,2,2,house,,,
21/10/2016,261,Avalon Beach,2107,1305000,4,2,2,house,,,
19/10/2016,262,Avalon Beach,2107,1875000,5,3,3,house,,,
19/10/2016,263,Avalon Beach,2107,1256000,3,1,2,house,,,
18/10/2016,264,Avalon Beach,2107,1800000,3,2,2,house,,,
13/10/2016,265,Clareville,2107,3200000,3,2,3,house,,,
13/10/2016,266,Avalon Beach,2107,1405000,4,3,3,townhouse,,,
13/10/2016,267,Avalon Beach,2107,1350000,3,2,2,townhouse,,,
12/10/2016,268,Avalon Beach,2107,1675000,3,2,2,townhouse,,,
12/10/2016,269,Avalon Beach,2107,1430000,3,2,1,house,,,
12/10/2016,270,Avalon Beach,2107,1290000,3,2,2,house,,,
10/10/2016,271,Avalon Beach,2107,2480000,4,3,2,townhouse,,,
7/10/2016,272,Avalon Beach,2107,1500000,4,2,2,house,,,
1/10/2016,273,Avalon Beach,2107,2100000,4,3,3,house,,,
27/09/2016,274,Avalon Beach,2107,1305000,3,2,2,townhouse,,,
26/09/2016,275,Avalon Beach,2107,1305000,4,3,2,house,,,
26/09/2016,276,Avalon Beach,2107,1210000,3,1,1,house,,,
21/09/2016,277,Bilgola Beach,2107,3550000,4,5,2,house,,,
21/09/2016,278,Bilgola Plateau,2107,1410000,4,2,2,house,,,
14/09/2016,279,Bilgola Beach,2107,2450000,4,3,2,house,,,
14/09/2016,280,Avalon Beach,2107,1055000,3,2,2,house,,,
13/09/2016,281,Whale Beach,2107,3300000,4,3,4,house,,,
10/09/2016,282,Avalon Beach,2107,1775000,4,2,2,house,,,
10/09/2016,283,Avalon Beach,2107,1310000,3,2,2,house,,,
5/09/2016,284,Avalon Beach,2107,1650000,4,1,1,house,,,
3/09/2016,285,Avalon Beach,2107,1260000,2,1,,house,,,
28/08/2016,286,Avalon Beach,2107,1380000,4,3,2,house,,,
27/08/2016,287,Bilgola Plateau,2107,1581000,4,2,1,house,,,
27/08/2016,288,Avalon Beach,2107,1425000,3,1,1,house,,,
26/08/2016,289,Avalon Beach,2107,2075000,4,2,2,house,,,
17/08/2016,290,Avalon Beach,2107,1655000,3,2,2,house,,,
13/08/2016,291,Avalon Beach,2107,1295000,4,1,2,house,,,
12/08/2016,292,Avalon Beach,2107,2450000,5,3,4,house,,,
16/07/2016,293,Avalon Beach,2107,1730000,3,2,2,house,,,
12/07/2016,294,Avalon Beach,2107,1275000,3,2,1,house,,,
5/07/2016,295,Avalon Beach,2107,1475000,4,1,1,house,,,
2/07/2016,296,Avalon Beach,2107,1999999,4,2,2,house,,,
21/06/2016,297,Avalon Beach,2107,2400000,5,3,2,house,,,
21/06/2016,298,Avalon Beach,2107,1069000,3,1,,house,,,
20/06/2016,299,Avalon Beach,2107,1400000,3,2,1,house,,,
9/06/2016,300,Avalon Beach,2107,2125000,4,2,3,house,,,
3/06/2016,301,Bilgola Plateau,2107,1350000,4,2,2,house,,,
31/05/2016,302,Bilgola Plateau,2107,1375000,4,2,2,house,,,
26/05/2016,303,Avalon Beach,2107,1450000,4,2,2,house,,,
25/05/2016,304,Avalon Beach,2107,1370000,4,2,2,house,,,
12/05/2016,305,Avalon Beach,2107,2010000,4,2,2,house,,,
12/05/2016,306,Avalon Beach,2107,1845000,4,3,2,house,,,
11/05/2016,307,Avalon Beach,2107,1325000,4,2,6,house,,,
10/05/2016,308,Avalon Beach,2107,1550000,3,2,2,house,,,
7/05/2016,309,Avalon Beach,2107,1545000,4,2,2,house,,,
6/05/2016,310,Avalon Beach,2107,1360000,3,2,2,house,,,
4/05/2016,311,Avalon Beach,2107,1625000,4,3,2,house,,,
4/05/2016,312,Bilgola Plateau,2107,1365000,4,3,2,house,,,
3/05/2016,313,Bilgola Beach,2107,2954000,3,2,2,house,,,
2/05/2016,314,Avalon Beach,2107,1350000,4,2,4,townhouse,,,
29/04/2016,315,Clareville,2107,2450000,6,4,2,house,,,
29/04/2016,316,Whale Beach,2107,2100000,3,1,1,house,,,
29/04/2016,317,Avalon Beach,2107,1575000,4,3,2,house,,,
18/04/2016,318,Avalon Beach,2107,3775000,4,4,2,house,,,
14/04/2016,319,Avalon Beach,2107,1700000,3,2,2,house,,,
13/04/2016,320,Avalon Beach,2107,1920000,4,3,2,house,,,
13/04/2016,321,Avalon Beach,2107,1825000,5,3,2,house,,,
8/04/2016,322,Avalon Beach,2107,1640000,4,2,2,house,,,
7/04/2016,323,Avalon Beach,2107,1435000,4,3,2,house,,,
31/03/2016,324,Avalon Beach,2107,2000000,4,2,2,house,,,
29/03/2016,325,Avalon Beach,2107,2500000,4,3,2,house,,,
29/03/2016,326,Avalon Beach,2107,1430000,2,1,2,house,,,
28/03/2016,327,Avalon Beach,2107,1150000,2,1,1,house,,,
25/03/2016,328,Avalon Beach,2107,2085000,4,3,2,house,,,
19/03/2016,329,Avalon Beach,2107,2055000,5,3,2,house,,,
19/03/2016,330,Bilgola Plateau,2107,1770000,4,2,3,house,,,
11/03/2016,331,Avalon Beach,2107,1400000,4,1,1,house,,,
9/03/2016,332,Avalon Beach,2107,3150000,4,4,5,house,,,
4/03/2016,333,Bilgola Plateau,2107,1285000,4,3,3,house,,,
2/03/2016,334,Avalon Beach,2107,3000000,5,3,2,house,,,
2/03/2016,335,Bilgola Plateau,2107,1720000,4,2,2,house,,,
27/02/2016,336,Bilgola Plateau,2107,1200000,4,2,3,house,,,
26/02/2016,337,Avalon Beach,2107,1440000,5,3,3,house,,,
20/02/2016,338,Avalon Beach,2107,1300000,4,3,2,house,,,
16/02/2016,339,Avalon Beach,2107,1030000,3,1,4,house,,,
12/02/2016,340,Bilgola Plateau,2107,1650000,3,3,2,house,,,
12/02/2016,341,Bilgola Plateau,2107,1550000,4,2,2,house,,,
10/02/2016,342,Bilgola Plateau,2107,1400000,5,3,2,house,,,
10/02/2016,343,Bilgola Plateau,2107,1310000,3,1,1,house,,,
6/02/2016,344,Avalon Beach,2107,1412000,3,2,2,house,,,
6/02/2016,345,Avalon Beach,2107,1380000,4,3,2,house,,,
5/02/2016,346,Avalon Beach,2107,1725000,4,2,2,house,,,
5/02/2016,347,Avalon Beach,2107,1190000,3,2,1,house,,,
5/02/2016,348,Bilgola Plateau,2107,1185000,4,2,3,house,,,
22/01/2016,349,Avalon Beach,2107,1650500,4,3,2,house,,,
11/01/2016,350,Avalon Beach,2107,1395000,3,2,2,house,,,
24/12/2015,351,Avalon Beach,2107,1355000,4,2,2,house,,,
18/12/2015,352,Avalon Beach,2107,1330000,4,3,2,house,,,
12/12/2015,353,Avalon Beach,2107,1500000,4,2,2,house,,,
11/12/2015,354,Whale Beach,2107,2300000,4,2,2,house,,,
11/12/2015,355,Bilgola Plateau,2107,1905000,5,3,4,house,,,
11/12/2015,356,Avalon Beach,2107,1450000,3,2,3,house,,,
10/12/2015,357,Avalon Beach,2107,1040000,2,1,1,house,,,
27/11/2015,358,Avalon Beach,2107,3255000,3,2,3,house,,,
27/11/2015,359,Bilgola Plateau,2107,1810000,4,2,2,house,,,
27/11/2015,360,Avalon Beach,2107,1225000,4,3,2,house,,,
27/11/2015,361,Avalon Beach,2107,1150000,3,1,3,house,,,
27/11/2015,362,Avalon Beach,2107,1100000,3,1,,house,,,
25/11/2015,363,Avalon Beach,2107,1650000,4,2,2,house,,,
21/11/2015,364,Avalon Beach,2107,980000,2,1,,house,,,
20/11/2015,365,Avalon Beach,2107,1610000,5,3,2,house,,,
19/11/2015,366,Avalon Beach,2107,1180000,3,1,2,house,,,
18/11/2015,367,Bilgola Beach,2107,2175000,4,3,2,house,,,
18/11/2015,368,Avalon Beach,2107,1555000,4,2,2,house,,,
17/11/2015,369,Avalon Beach,2107,3050000,5,4,2,house,,,
13/11/2015,370,Bilgola Plateau,2107,1385000,4,2,2,house,,,
11/11/2015,371,Avalon Beach,2107,2050000,4,3,5,house,,,
10/11/2015,372,Avalon Beach,2107,1610000,5,4,2,house,,,
7/11/2015,373,Avalon Beach,2107,1370000,2,1,1,house,,,
7/11/2015,374,Avalon Beach,2107,1177000,2,1,1,house,,,
6/11/2015,375,Avalon Beach,2107,1650000,4,2,2,house,,,
5/11/2015,376,Avalon Beach,2107,1375000,3,1,2,house,,,
4/11/2015,377,Avalon Beach,2107,5700000,6,5,3,house,,,
4/11/2015,378,Avalon Beach,2107,2050000,4,3,2,house,,,
4/11/2015,379,Bilgola Plateau,2107,1400000,4,2,2,house,,,
29/10/2015,380,Avalon Beach,2107,1575000,4,2,1,house,,,
29/10/2015,381,Bilgola Plateau,2107,1200000,3,1,2,house,,,
24/10/2015,382,Avalon Beach,2107,2435000,4,2,2,house,,,
22/10/2015,383,Avalon Beach,2107,1570000,4,3,5,house,,,
12/10/2015,384,Bilgola Plateau,2107,2125000,5,3,2,house,,,
10/10/2015,385,Avalon Beach,2107,1675000,3,1,1,house,,,
9/10/2015,386,Avalon Beach,2107,1280000,3,2,2,house,,,
6/10/2015,387,Avalon Beach,2107,1200000,4,2,2,house,,,
1/10/2015,388,Avalon Beach,2107,2275000,4,4,4,house,,,
30/09/2015,389,Avalon Beach,2107,1325000,5,3,4,house,,,
29/09/2015,390,Avalon Beach,2107,1370000,3,3,2,townhouse,,,
26/09/2015,391,Avalon Beach,2107,1225000,2,1,1,house,,,
24/09/2015,392,Bilgola Plateau,2107,2650599,5,3,4,house,,,
23/09/2015,393,Bilgola Beach,2107,2100000,3,3,2,house,,,
18/09/2015,394,Avalon Beach,2107,1775500,3,2,1,house,,,
